DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
629147,237,1,1,1,99.415939694,Mujer,57,Trabajando
629148,237,3,1,3,99.042261988,Hombre,31,Trabajando
629148,237,1,1,1,99.042261988,Mujer,41,Trabajando
629148,237,2,1,2,99.042261988,Hombre,45,Trabajando
629149,237,1,1,1,57.48615608,Mujer,53,Trabajando
629149,237,2,1,2,57.48615608,Mujer,31,Trabajando
629149,237,3,1,3,57.48615608,Mujer,9,
629150,237,1,1,1,67.01843461,Mujer,27,Oficios del hogar
629150,237,2,1,2,67.01843461,Hombre,31,Trabajando
629150,237,3,1,3,67.01843461,Hombre,8,
629150,237,4,1,4,67.01843461,Hombre,0,
629151,237,1,1,1,83.406503506,Hombre,43,Trabajando
629152,237,1,1,1,72.152506794,Mujer,30,Buscando trabajo
629152,237,2,1,2,72.152506794,Hombre,32,Trabajando
629152,237,3,1,3,72.152506794,Mujer,8,
629153,237,1,1,1,66.55703686,Mujer,56,Oficios del hogar
629153,237,2,1,2,66.55703686,Hombre,28,Trabajando
629153,237,3,1,3,66.55703686,Mujer,25,Buscando trabajo
629153,237,4,1,4,66.55703686,Hombre,7,
629153,237,5,1,5,66.55703686,Mujer,3,
629153,237,6,1,6,66.55703686,Hombre,1,
629154,237,1,1,1,47.589336549,Mujer,42,Trabajando
629155,237,1,1,1,83.081130053,Hombre,30,Trabajando
629155,237,2,1,2,83.081130053,Mujer,22,Oficios del hogar
629155,237,3,1,3,83.081130053,Hombre,9,
629155,237,4,1,4,83.081130053,Mujer,6,
629155,237,5,1,5,83.081130053,Hombre,2,
629156,237,2,1,2,70.041310151,Hombre,28,Trabajando
629156,237,3,1,3,70.041310151,Mujer,12,
629156,237,4,1,4,70.041310151,Hombre,8,
629156,237,5,1,5,70.041310151,Mujer,56,Oficios del hogar
629156,237,1,1,1,70.041310151,Mujer,26,Trabajando
629157,237,1,1,1,65.071203998,Mujer,25,Trabajando
629157,237,2,1,2,65.071203998,Mujer,9,
629157,237,3,1,3,65.071203998,Mujer,4,
629158,237,1,1,1,66.817121379,Hombre,56,Trabajando
629158,237,2,1,2,66.817121379,Mujer,47,Trabajando
629159,237,1,1,1,82.883442957,Mujer,28,Oficios del hogar
629159,237,2,1,2,82.883442957,Hombre,24,Trabajando
629159,237,3,1,3,82.883442957,Hombre,2,
629159,237,4,1,4,82.883442957,Hombre,14,
629160,237,1,1,1,57.742963966,Hombre,45,Trabajando
629161,237,1,1,1,57.742963966,Hombre,44,Trabajando
629162,237,1,1,1,99.415939694,Mujer,59,Trabajando
629163,237,1,1,1,83.521401723,Hombre,58,Trabajando
629163,237,2,1,2,83.521401723,Mujer,54,Oficios del hogar
629164,237,1,1,1,87.267859094,Mujer,54,Oficios del hogar
629164,237,2,1,2,87.267859094,Hombre,54,Trabajando
629164,237,3,1,3,87.267859094,Mujer,33,Buscando trabajo
629164,237,4,1,4,87.267859094,Hombre,25,Trabajando
629165,237,1,1,1,90.190633492,Mujer,54,Trabajando
629165,237,2,1,2,90.190633492,Hombre,30,Trabajando
629165,237,3,1,3,90.190633492,Mujer,10,
629166,237,1,1,1,71.589772906,Hombre,55,Trabajando
629166,237,2,1,2,71.589772906,Mujer,36,Trabajando
629167,237,1,1,1,78.77741083,Hombre,41,Trabajando
629167,237,2,1,2,78.77741083,Mujer,31,Trabajando
629167,237,3,1,3,78.77741083,Mujer,10,
629167,237,4,1,4,78.77741083,Mujer,66,Oficios del hogar
629168,237,1,1,1,73.12119647,Mujer,79,Pensionado
629168,237,2,1,2,73.12119647,Mujer,58,Trabajando
629168,237,3,1,3,73.12119647,Mujer,53,Trabajando
629168,237,4,1,4,73.12119647,Mujer,49,Trabajando
629168,237,5,1,5,73.12119647,Mujer,25,Estudiando
629169,237,1,1,1,137.11327373,Mujer,65,Oficios del hogar
629169,237,2,1,2,137.11327373,Hombre,65,Trabajando
629169,237,3,1,3,137.11327373,Hombre,17,Estudiando
629170,237,1,1,1,119.75815007,Mujer,57,Trabajando
629170,237,2,1,2,119.75815007,Hombre,25,Buscando trabajo
629170,237,3,1,3,119.75815007,Hombre,19,Estudiando
629171,237,1,1,1,125.98461612,Mujer,40,Trabajando
629171,237,2,1,2,125.98461612,Hombre,45,Trabajando
629171,237,3,1,3,125.98461612,Mujer,22,Estudiando
629171,237,4,1,4,125.98461612,Mujer,13,
629172,237,1,1,1,132.46809399,Mujer,62,Trabajando
629172,237,2,1,2,132.46809399,Hombre,31,Trabajando
629173,237,2,1,2,117.75009037,Hombre,30,Trabajando
629173,237,3,1,3,117.75009037,Mujer,34,Trabajando
629173,237,1,1,1,117.75009037,Mujer,55,Oficios del hogar
629174,237,1,1,1,109.551921,Mujer,62,Trabajando
629174,237,2,1,2,109.551921,Mujer,31,Estudiando
629175,237,1,1,1,77.214507764,Mujer,49,Trabajando
629175,237,2,1,2,77.214507764,Hombre,13,
629175,237,3,1,3,77.214507764,Hombre,8,
629176,237,1,1,1,95.295804617,Hombre,83,Pensionado
629177,237,1,1,1,163.43848361,Mujer,25,Trabajando
629177,237,2,1,2,163.43848361,Hombre,19,Trabajando
629177,237,3,1,3,163.43848361,Mujer,18,Oficios del hogar
629177,237,4,1,4,163.43848361,Mujer,35,Trabajando
629177,237,5,1,5,163.43848361,Hombre,4,
629177,237,6,1,6,163.43848361,Hombre,20,Trabajando
629178,237,1,1,1,172.26038617,Mujer,50,Buscando trabajo
629178,237,2,1,2,172.26038617,Hombre,21,Trabajando
629178,237,3,1,3,172.26038617,Mujer,19,Trabajando
629178,237,4,1,4,172.26038617,Hombre,22,Trabajando
629178,237,5,1,5,172.26038617,Mujer,7,
629178,237,6,1,6,172.26038617,Mujer,3,
629178,237,7,1,7,172.26038617,Hombre,1,
629179,237,1,1,1,122.01047144,Mujer,77,Oficios del hogar
629180,237,1,1,1,99.998120781,Mujer,36,Oficios del hogar
629180,237,2,1,2,99.998120781,Hombre,40,Trabajando
629180,237,3,1,3,99.998120781,Hombre,13,
629180,237,4,1,4,99.998120781,Hombre,11,
629180,237,5,1,5,99.998120781,Mujer,6,
629181,237,1,1,1,105.06000375,Hombre,39,Trabajando
629181,237,2,1,2,105.06000375,Mujer,33,Trabajando
629181,237,3,1,3,105.06000375,Mujer,13,
629181,237,4,1,4,105.06000375,Mujer,11,
629181,237,5,1,5,105.06000375,Mujer,0,
629182,237,1,1,1,134.8910153,Hombre,57,Trabajando
629182,237,2,1,2,134.8910153,Mujer,49,Oficios del hogar
629182,237,3,1,3,134.8910153,Hombre,18,Estudiando
629183,237,1,1,1,78.982796988,Mujer,55,Trabajando
629183,237,2,1,2,78.982796988,Hombre,90,Pensionado
629183,237,3,1,3,78.982796988,Mujer,82,Oficios del hogar
629184,237,1,1,1,70.502707901,Mujer,52,Trabajando
629184,237,2,1,2,70.502707901,Hombre,14,
629184,237,3,1,3,70.502707901,Hombre,32,Trabajando
629185,237,1,1,1,73.986981191,Hombre,51,Trabajando
629185,237,2,1,2,73.986981191,Mujer,26,Oficios del hogar
629186,237,1,1,1,98.257717774,Hombre,50,Trabajando
629186,237,2,1,2,98.257717774,Mujer,44,Trabajando
629186,237,3,1,3,98.257717774,Hombre,19,Estudiando
629186,237,4,1,4,98.257717774,Mujer,16,Estudiando
629186,237,5,1,5,98.257717774,Hombre,13,
629186,237,6,1,6,98.257717774,Mujer,11,
629187,237,1,1,1,73.986981191,Mujer,27,Trabajando
629187,237,2,1,2,73.986981191,Hombre,30,Trabajando
629188,237,1,1,1,99.144432986,Hombre,34,Trabajando
629188,237,2,1,2,99.144432986,Mujer,27,Oficios del hogar
629188,237,3,1,3,99.144432986,Hombre,1,
629189,237,1,1,1,156.28815745,Mujer,65,Trabajando
629189,237,2,1,2,156.28815745,Hombre,43,Incapacitado permanente para trabajar
629189,237,3,1,3,156.28815745,Hombre,38,Buscando trabajo
629189,237,4,1,4,156.28815745,Hombre,21,Estudiando
629190,237,1,1,1,99.144432986,Hombre,53,Trabajando
629190,237,2,1,2,99.144432986,Mujer,48,Oficios del hogar
629190,237,3,1,3,99.144432986,Hombre,9,
629191,237,1,1,1,60.425972656,Mujer,36,Buscando trabajo
629191,237,2,1,2,60.425972656,Mujer,13,
629191,237,3,1,3,60.425972656,Hombre,79,Trabajando
629192,237,1,1,1,112.71105767,Mujer,34,Oficios del hogar
629192,237,2,1,2,112.71105767,Hombre,13,
629192,237,3,1,3,112.71105767,Mujer,11,
629193,237,1,1,1,60.643007832,Mujer,36,Trabajando
629194,237,1,1,1,791.0078177,Mujer,41,Trabajando
629194,237,2,1,2,791.0078177,Hombre,16,Estudiando
629194,237,3,1,3,791.0078177,Hombre,13,
629195,237,1,1,1,784.18878981,Hombre,44,Trabajando
629195,237,2,1,2,784.18878981,Mujer,30,Oficios del hogar
629195,237,3,1,3,784.18878981,Hombre,11,
629195,237,4,1,4,784.18878981,Mujer,0,
629196,237,1,1,1,83.431808385,Hombre,41,Trabajando
629196,237,2,1,2,83.431808385,Mujer,49,Trabajando
629196,237,3,1,3,83.431808385,Mujer,9,
629197,237,1,1,1,620.71875393,Hombre,68,Trabajando
629197,237,2,1,2,620.71875393,Mujer,61,Oficios del hogar
629197,237,3,1,3,620.71875393,Hombre,38,Trabajando
629197,237,4,1,4,620.71875393,Hombre,17,Estudiando
629198,237,1,1,1,388.69195527,Mujer,63,Trabajando
629198,237,2,1,2,388.69195527,Hombre,60,Trabajando
629199,237,1,1,1,84.31173779,Hombre,69,Trabajando
629199,237,2,1,2,84.31173779,Mujer,46,Oficios del hogar
629199,237,3,1,3,84.31173779,Hombre,18,Estudiando
629199,237,4,1,4,84.31173779,Mujer,14,
629200,237,1,1,1,460.51973955,Mujer,46,Oficios del hogar
629200,237,2,1,2,460.51973955,Hombre,52,Incapacitado permanente para trabajar
629201,237,1,1,1,159.52139487,Hombre,46,Trabajando
629201,237,2,1,2,159.52139487,Mujer,40,Oficios del hogar
629201,237,3,1,3,159.52139487,Hombre,7,
629201,237,4,1,4,159.52139487,Hombre,14,
629202,237,1,1,1,316.34508157,Hombre,83,Incapacitado permanente para trabajar
629202,237,2,1,2,316.34508157,Mujer,77,Oficios del hogar
629202,237,3,1,3,316.34508157,Mujer,49,Incapacitado permanente para trabajar
629202,237,4,1,4,316.34508157,Hombre,43,Incapacitado permanente para trabajar
629203,237,1,1,1,388.69195527,Hombre,61,Pensionado
629203,237,2,1,2,388.69195527,Mujer,59,Pensionado
629204,237,1,1,1,60.643007832,Mujer,53,Trabajando
629205,237,1,1,1,981.79075108,Hombre,40,Trabajando
629205,237,2,1,2,981.79075108,Hombre,14,
629206,237,1,1,1,55.848327903,Mujer,80,Oficios del hogar
629206,237,2,1,2,55.848327903,Mujer,59,Trabajando
629206,237,3,1,3,55.848327903,Hombre,49,Trabajando
629207,237,1,1,1,316.34508157,Hombre,72,Trabajando
629207,237,2,1,2,316.34508157,Mujer,59,Oficios del hogar
629207,237,3,1,3,316.34508157,Mujer,47,Trabajando
629208,237,1,1,1,50.889856353,Hombre,76,Trabajando
629208,237,2,1,2,50.889856353,Mujer,75,Oficios del hogar
629208,237,3,1,3,50.889856353,Mujer,94,Oficios del hogar
629209,237,1,1,1,493.20310034,Mujer,36,Trabajando
629209,237,2,1,2,493.20310034,Mujer,10,
629209,237,3,1,3,493.20310034,Mujer,6,
629210,237,1,1,1,62.528165987,Hombre,69,Pensionado
629210,237,2,1,2,62.528165987,Mujer,69,Oficios del hogar
629211,237,1,1,1,376.9733034,Mujer,53,Oficios del hogar
629212,237,1,1,1,784.18878981,Hombre,35,Trabajando
629212,237,2,1,2,784.18878981,Mujer,46,Trabajando
629212,237,3,1,3,784.18878981,Mujer,14,
629212,237,4,1,4,784.18878981,Hombre,12,
629213,237,1,1,1,866.22251097,Hombre,24,Trabajando
629213,237,2,1,2,866.22251097,Mujer,23,Oficios del hogar
629214,237,1,1,1,758.75725213,Mujer,37,Trabajando
629214,237,2,1,2,758.75725213,Mujer,14,
629214,237,3,1,3,758.75725213,Mujer,10,
629214,237,4,1,4,758.75725213,Hombre,9,
629215,237,1,1,1,1236.5163668,Hombre,40,Trabajando
629215,237,2,1,2,1236.5163668,Mujer,37,Oficios del hogar
629215,237,3,1,3,1236.5163668,Mujer,12,
629216,237,6,1,6,2052.4714502,Hombre,21,Buscando trabajo
629216,237,7,1,7,2052.4714502,Mujer,2,
629216,237,8,1,8,2052.4714502,Hombre,17,Estudiando
629216,237,2,1,2,2052.4714502,Hombre,34,Trabajando
629216,237,3,1,3,2052.4714502,Mujer,16,Estudiando
629216,237,4,1,4,2052.4714502,Mujer,13,
629216,237,5,1,5,2052.4714502,Mujer,21,Buscando trabajo
629216,237,1,1,1,2052.4714502,Mujer,43,Oficios del hogar
629217,237,1,1,1,1411.8005805,Mujer,62,Oficios del hogar
629217,237,2,1,2,1411.8005805,Hombre,68,Trabajando
629217,237,3,1,3,1411.8005805,Mujer,22,Estudiando
629218,237,1,1,1,1295.966979,Hombre,65,Buscando trabajo
629219,237,1,1,1,1332.4654611,Mujer,53,Trabajando
629219,237,2,1,2,1332.4654611,Hombre,52,Trabajando
629220,237,1,1,1,1126.2860718,Mujer,28,Trabajando
629220,237,2,1,2,1126.2860718,Mujer,4,
629221,237,1,1,1,1297.2707773,Hombre,28,Trabajando
629221,237,2,1,2,1297.2707773,Mujer,25,Trabajando
629221,237,3,1,3,1297.2707773,Hombre,0,
629222,237,1,1,1,1425.7576649,Hombre,42,Trabajando
629223,237,1,1,1,1395.915875,Hombre,24,Trabajando
629223,237,2,1,2,1395.915875,Mujer,26,Trabajando
629223,237,3,1,3,1395.915875,Hombre,1,
629224,237,1,1,1,1201.3216831,Hombre,32,Trabajando
629224,237,2,1,2,1201.3216831,Mujer,28,Trabajando
629224,237,3,1,3,1201.3216831,Hombre,10,
629224,237,4,1,4,1201.3216831,Mujer,2,
629225,237,1,1,1,1187.0404823,Mujer,30,Trabajando
629225,237,2,1,2,1187.0404823,Hombre,11,
629226,237,1,1,1,1672.8343611,Hombre,46,Trabajando
629226,237,2,1,2,1672.8343611,Mujer,21,Oficios del hogar
629227,237,1,1,1,735.08777247,Hombre,98,Oficios del hogar
629227,237,2,1,2,735.08777247,Mujer,89,Oficios del hogar
629228,237,1,1,1,910.52310673,Hombre,50,Trabajando
629228,237,2,1,2,910.52310673,Mujer,47,Oficios del hogar
629228,237,3,1,3,910.52310673,Hombre,27,Trabajando
629229,237,1,1,1,794.78978897,Mujer,55,Oficios del hogar
629229,237,2,1,2,794.78978897,Hombre,54,Trabajando
629229,237,3,1,3,794.78978897,Hombre,4,
629230,237,1,1,1,808.03535251,Hombre,81,Trabajando
629230,237,2,1,2,808.03535251,Mujer,73,Oficios del hogar
629230,237,3,1,3,808.03535251,Mujer,42,Buscando trabajo
629230,237,4,1,4,808.03535251,Hombre,16,Estudiando
629231,237,1,1,1,936.33446907,Hombre,54,Trabajando
629231,237,2,1,2,936.33446907,Mujer,42,Oficios del hogar
629231,237,3,1,3,936.33446907,Mujer,23,Estudiando
629231,237,4,1,4,936.33446907,Mujer,14,
629232,237,1,1,1,804.65700096,Hombre,73,Otra actividad
629232,237,2,1,2,804.65700096,Mujer,71,Oficios del hogar
629232,237,3,1,3,804.65700096,Hombre,33,Estudiando
629233,237,1,1,1,806.39651544,Hombre,33,Trabajando
629233,237,2,1,2,806.39651544,Mujer,35,Oficios del hogar
629233,237,3,1,3,806.39651544,Hombre,8,
629233,237,4,1,4,806.39651544,Hombre,57,Trabajando
629234,237,1,1,1,702.36529258,Mujer,55,Oficios del hogar
629234,237,2,1,2,702.36529258,Hombre,55,Trabajando
629234,237,3,1,3,702.36529258,Mujer,25,Buscando trabajo
629234,237,4,1,4,702.36529258,Mujer,18,Estudiando
629234,237,5,1,5,702.36529258,Mujer,7,
629235,237,1,1,1,2271.393012,Hombre,53,Trabajando
629235,237,2,1,2,2271.393012,Mujer,46,Oficios del hogar
629235,237,3,1,3,2271.393012,Hombre,17,Estudiando
629235,237,4,1,4,2271.393012,Hombre,15,Estudiando
629235,237,5,1,5,2271.393012,Hombre,13,
629236,237,1,1,1,1603.4610562,Hombre,74,Trabajando
629236,237,2,1,2,1603.4610562,Mujer,58,Oficios del hogar
629236,237,3,1,3,1603.4610562,Mujer,34,Buscando trabajo
629236,237,4,1,4,1603.4610562,Hombre,14,
629236,237,5,1,5,1603.4610562,Mujer,10,
629236,237,6,1,6,1603.4610562,Hombre,5,
629237,237,1,1,1,704.95005067,Hombre,62,Buscando trabajo
629237,237,2,1,2,704.95005067,Mujer,52,Oficios del hogar
629238,237,1,1,1,702.36529258,Hombre,56,Trabajando
629238,237,2,1,2,702.36529258,Mujer,56,Oficios del hogar
629238,237,3,1,3,702.36529258,Mujer,33,Oficios del hogar
629238,237,4,1,4,702.36529258,Mujer,14,
629239,237,1,1,1,1022.8163811,Hombre,61,Trabajando
629239,237,2,1,2,1022.8163811,Mujer,52,Oficios del hogar
629239,237,3,1,3,1022.8163811,Mujer,17,Estudiando
629239,237,4,1,4,1022.8163811,Mujer,9,
629240,237,1,1,1,1211.3058381,Hombre,47,Trabajando
629240,237,2,1,2,1211.3058381,Mujer,47,Oficios del hogar
629240,237,3,1,3,1211.3058381,Mujer,18,Estudiando
629241,237,1,1,1,2201.6625554,Hombre,30,Trabajando
629241,237,2,1,2,2201.6625554,Mujer,28,Oficios del hogar
629241,237,3,1,3,2201.6625554,Hombre,7,
629241,237,4,1,4,2201.6625554,Hombre,3,
629242,237,1,1,1,2201.6625554,Mujer,32,Buscando trabajo
629242,237,2,1,2,2201.6625554,Hombre,37,Trabajando
629242,237,3,1,3,2201.6625554,Hombre,11,
629242,237,4,1,4,2201.6625554,Hombre,3,
629243,237,1,1,1,1211.3058381,Mujer,40,Trabajando
629243,237,2,1,2,1211.3058381,Hombre,25,Trabajando
629243,237,3,1,3,1211.3058381,Mujer,18,Estudiando
629244,237,1,1,1,1540.9694218,Hombre,46,Trabajando
629244,237,2,1,2,1540.9694218,Mujer,46,Oficios del hogar
629244,237,3,1,3,1540.9694218,Hombre,17,Estudiando
629244,237,4,1,4,1540.9694218,Mujer,16,Estudiando
629245,237,1,1,1,1870.6330054,Mujer,40,Trabajando
629245,237,2,1,2,1870.6330054,Hombre,44,Trabajando
629245,237,3,1,3,1870.6330054,Mujer,20,Estudiando
629245,237,4,1,4,1870.6330054,Hombre,18,Estudiando
629245,237,5,1,5,1870.6330054,Hombre,15,Estudiando
629246,237,1,1,1,2893.3422509,Mujer,27,Oficios del hogar
629246,237,2,1,2,2893.3422509,Hombre,30,Trabajando
629246,237,3,1,3,2893.3422509,Hombre,2,
629247,237,1,1,1,2843.5688676,Mujer,60,Trabajando
629247,237,2,1,2,2843.5688676,Hombre,79,Oficios del hogar
629247,237,3,1,3,2843.5688676,Hombre,30,Buscando trabajo
629248,237,1,1,1,2893.3422509,Mujer,38,Oficios del hogar
629248,237,2,1,2,2893.3422509,Hombre,38,Trabajando
629248,237,3,1,3,2893.3422509,Hombre,9,
629249,237,1,1,1,3516.9749038,Mujer,23,Oficios del hogar
629249,237,2,1,2,3516.9749038,Hombre,26,Trabajando
629249,237,3,1,3,3516.9749038,Mujer,4,
629250,237,1,1,1,3145.2051898,Hombre,53,Trabajando
629250,237,2,1,2,3145.2051898,Mujer,32,Oficios del hogar
629250,237,3,1,3,3145.2051898,Hombre,17,Ocio
629250,237,4,1,4,3145.2051898,Hombre,14,
629250,237,5,1,5,3145.2051898,Mujer,13,
629251,237,1,1,1,2725.9880575,Mujer,42,Trabajando
629252,237,1,1,1,2757.8398516,Hombre,38,Trabajando
629252,237,2,1,2,2757.8398516,Mujer,31,Oficios del hogar
629252,237,3,1,3,2757.8398516,Mujer,12,
629253,237,1,1,1,2543.8416848,Mujer,30,Oficios del hogar
629253,237,2,1,2,2543.8416848,Hombre,34,Trabajando
629253,237,3,1,3,2543.8416848,Mujer,14,
629253,237,4,1,4,2543.8416848,Mujer,12,
629254,237,1,1,1,3120.0591506,Mujer,45,Oficios del hogar
629254,237,2,1,2,3120.0591506,Mujer,18,Estudiando
629254,237,3,1,3,3120.0591506,Hombre,13,
629254,237,4,1,4,3120.0591506,Hombre,5,
629255,237,1,1,1,2757.8398516,Mujer,36,Trabajando
629255,237,2,1,2,2757.8398516,Hombre,26,Trabajando
629255,237,3,1,3,2757.8398516,Mujer,10,
629256,237,1,1,1,2814.8464833,Mujer,39,Trabajando
629256,237,2,1,2,2814.8464833,Hombre,34,Trabajando
629256,237,3,1,3,2814.8464833,Hombre,10,
629256,237,4,1,4,2814.8464833,Hombre,7,
629257,237,1,1,1,2679.344084,Hombre,32,Buscando trabajo
629257,237,2,1,2,2679.344084,Mujer,30,Trabajando
629257,237,3,1,3,2679.344084,Mujer,14,
629257,237,4,1,4,2679.344084,Hombre,2,
629258,237,1,1,1,97.342995554,Mujer,33,Trabajando
629258,237,2,1,2,97.342995554,Mujer,15,Estudiando
629258,237,3,1,3,97.342995554,Mujer,8,
629258,237,4,1,4,97.342995554,Mujer,4,
629259,237,1,1,1,24.201538062,Hombre,66,Buscando trabajo
629259,237,2,1,2,24.201538062,Mujer,63,Oficios del hogar
629260,237,1,1,1,192.20105058,Mujer,40,Trabajando
629260,237,2,1,2,192.20105058,Mujer,17,Estudiando
629260,237,3,1,3,192.20105058,Mujer,6,
629261,237,1,1,1,69.256496152,Hombre,69,Trabajando
629261,237,2,1,2,69.256496152,Mujer,63,Oficios del hogar
629261,237,3,1,3,69.256496152,Mujer,31,Trabajando
629261,237,4,1,4,69.256496152,Mujer,42,Trabajando
629261,237,5,1,5,69.256496152,Hombre,21,Trabajando
629261,237,6,1,6,69.256496152,Hombre,37,Trabajando
629261,237,7,1,7,69.256496152,Hombre,5,
629262,237,2,1,2,41.030625824,Mujer,74,Oficios del hogar
629262,237,3,1,3,41.030625824,Mujer,39,Trabajando
629262,237,4,1,4,41.030625824,Hombre,43,Trabajando
629262,237,5,1,5,41.030625824,Mujer,13,
629262,237,6,1,6,41.030625824,Hombre,5,
629262,237,1,1,1,41.030625824,Mujer,91,Otra actividad
629263,237,1,1,1,142.00585786,Mujer,63,Trabajando
629263,237,2,1,2,142.00585786,Hombre,42,Otra actividad
629263,237,3,1,3,142.00585786,Hombre,32,Trabajando
629263,237,4,1,4,142.00585786,Mujer,21,Trabajando
629263,237,5,1,5,142.00585786,Hombre,35,Trabajando
629263,237,6,1,6,142.00585786,Hombre,67,Trabajando
629264,237,2,1,2,108.37306351,Mujer,24,Trabajando
629264,237,3,1,3,108.37306351,Hombre,3,
629264,237,1,1,1,108.37306351,Hombre,26,Trabajando
629265,237,1,1,1,134.42670769,Mujer,38,Oficios del hogar
629265,237,2,1,2,134.42670769,Hombre,31,Trabajando
629265,237,3,1,3,134.42670769,Mujer,19,Buscando trabajo
629265,237,4,1,4,134.42670769,Hombre,18,Estudiando
629265,237,5,1,5,134.42670769,Hombre,14,
629265,237,6,1,6,134.42670769,Hombre,12,
629265,237,7,1,7,134.42670769,Mujer,11,
629265,237,8,1,8,134.42670769,Mujer,11,
629266,237,1,1,1,115.24905869,Hombre,41,Trabajando
629266,237,2,1,2,115.24905869,Mujer,37,Oficios del hogar
629266,237,3,1,3,115.24905869,Mujer,14,
629266,237,4,1,4,115.24905869,Mujer,12,
629266,237,5,1,5,115.24905869,Mujer,62,Oficios del hogar
629266,237,6,1,6,115.24905869,Mujer,42,Oficios del hogar
629266,237,7,1,7,115.24905869,Mujer,18,Buscando trabajo
629266,237,8,1,8,115.24905869,Hombre,16,Estudiando
629266,237,9,1,9,115.24905869,Mujer,0,
629266,237,10,1,10,115.24905869,Mujer,39,Trabajando
629266,237,11,1,11,115.24905869,Hombre,11,
629267,237,1,1,1,104.58532951,Hombre,44,Trabajando
629267,237,2,1,2,104.58532951,Mujer,40,Oficios del hogar
629267,237,3,1,3,104.58532951,Mujer,17,Estudiando
629267,237,4,1,4,104.58532951,Hombre,14,
629267,237,5,1,5,104.58532951,Hombre,3,
629268,237,1,1,1,99.826227826,Hombre,43,Trabajando
629268,237,2,1,2,99.826227826,Mujer,36,Trabajando
629268,237,3,1,3,99.826227826,Mujer,12,
629269,237,1,1,1,111.29420073,Hombre,40,Trabajando
629269,237,2,1,2,111.29420073,Mujer,47,Oficios del hogar
629269,237,3,1,3,111.29420073,Hombre,19,Estudiando
629269,237,4,1,4,111.29420073,Hombre,13,
629269,237,5,1,5,111.29420073,Hombre,11,
629269,237,6,1,6,111.29420073,Mujer,76,Otra actividad
629270,237,1,1,1,76.825753355,Mujer,69,Oficios del hogar
629270,237,2,1,2,76.825753355,Mujer,46,Trabajando
629270,237,3,1,3,76.825753355,Hombre,24,Estudiando
629270,237,4,1,4,76.825753355,Hombre,22,Estudiando
629271,237,4,1,4,102.88539201,Mujer,26,Trabajando
629271,237,5,1,5,102.88539201,Hombre,5,
629271,237,1,1,1,102.88539201,Mujer,57,Oficios del hogar
629271,237,2,1,2,102.88539201,Hombre,36,Trabajando
629271,237,3,1,3,102.88539201,Hombre,30,Trabajando
629272,237,1,1,1,85.636872267,Mujer,77,Oficios del hogar
629272,237,2,1,2,85.636872267,Hombre,50,Trabajando
629272,237,3,1,3,85.636872267,Mujer,52,Trabajando
629272,237,4,1,4,85.636872267,Hombre,14,
629273,237,1,1,1,59.629973361,Mujer,69,Oficios del hogar
629273,237,2,1,2,59.629973361,Mujer,96,Incapacitado permanente para trabajar
629274,237,1,1,1,65.280686007,Mujer,55,Trabajando
629274,237,2,1,2,65.280686007,Mujer,30,Trabajando
629274,237,3,1,3,65.280686007,Hombre,14,
629274,237,4,1,4,65.280686007,Hombre,11,
629275,237,1,1,1,107.82632887,Mujer,37,Otra actividad
629275,237,2,1,2,107.82632887,Mujer,15,Estudiando
629275,237,3,1,3,107.82632887,Hombre,12,
629276,237,1,1,1,117.60737857,Hombre,77,Oficios del hogar
629277,237,1,1,1,127.6488433,Hombre,56,Trabajando
629277,237,2,1,2,127.6488433,Mujer,51,Estudiando
629277,237,3,1,3,127.6488433,Mujer,23,Oficios del hogar
629277,237,4,1,4,127.6488433,Hombre,84,Ocio
629278,237,1,1,1,152.27191855,Hombre,36,Trabajando
629278,237,2,1,2,152.27191855,Mujer,26,Trabajando
629278,237,3,1,3,152.27191855,Hombre,11,
629278,237,4,1,4,152.27191855,Hombre,6,
629279,237,1,1,1,76.387531697,Hombre,34,Trabajando
629280,237,1,1,1,89.410756469,Mujer,78,Oficios del hogar
629280,237,2,1,2,89.410756469,Hombre,56,Trabajando
629280,237,3,1,3,89.410756469,Mujer,7,
629281,237,3,1,3,101.54283594,Mujer,24,Buscando trabajo
629281,237,1,1,1,101.54283594,Hombre,63,Buscando trabajo
629281,237,2,1,2,101.54283594,Mujer,63,Oficios del hogar
629282,237,1,1,1,173.86033537,Hombre,35,Trabajando
629282,237,2,1,2,173.86033537,Mujer,26,Oficios del hogar
629282,237,3,1,3,173.86033537,Mujer,4,
629282,237,4,1,4,173.86033537,Hombre,2,
629283,237,1,1,1,118.48167241,Hombre,67,Trabajando
629283,237,2,1,2,118.48167241,Mujer,66,Oficios del hogar
629283,237,3,1,3,118.48167241,Mujer,43,Trabajando
629284,237,1,1,1,76.822953586,Mujer,24,Trabajando
629284,237,2,1,2,76.822953586,Mujer,30,Trabajando
629284,237,3,1,3,76.822953586,Mujer,27,Trabajando
629285,237,1,1,1,90.057119543,Mujer,24,Trabajando
629285,237,2,1,2,90.057119543,Hombre,26,Trabajando
629285,237,3,1,3,90.057119543,Hombre,8,
629285,237,4,1,4,90.057119543,Mujer,3,
629286,237,1,1,1,78.716593152,Mujer,24,Trabajando
629286,237,2,1,2,78.716593152,Hombre,8,
